Zeit;Einstrahlung auf die Horizontale (kWh/m²);Diffusstrahlung auf die Horizontale (kWh/m²);Außentemperatur (°C);Freifläche 01-Fläche Süd: Sonnenhöhe (rad);Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²);Freifläche 01-Fläche Süd: Modultemperatur (°C);Eingespeiste Energie kWh
17.01. 05:00;0;0;4,9;-26,52;0;4,9;0
17.01. 06:00;0;0;4,7;-17,582;0;4,71;0
17.01. 07:00;0;0;4,5;-9,0028;0;4,51;0
17.01. 08:00;0;0;4,4;-1,1266;0;4,41;0
17.01. 09:00;0,021;0,020549;4,4;5,6856;0,020934;4,4;4,5382
17.01. 10:00;0,02;0,019468;4,6;11,047;0,019733;4,96;4,1925
17.01. 11:00;0,015;0,014575;4,6;14,577;0,014735;4,9;2,1333
17.01. 12:00;0,047;0,046045;4,5;15,972;0,045602;5,38;27,594
17.01. 13:00;0,041;0,040124;4,5;15,097;0,039872;5,29;20,52
17.01. 14:00;0,041;0,040224;4,1;12,039;0,039833;4,91;20,587
17.01. 15:00;0,045;0,041068;3,8;7,068;0,055344;4,89;21,827
17.01. 16:00;0,005;0,00495;3,7;0,55607;0,0047645;3,85;0,11504
17.01. 17:00;0;0;3,8;-7,1074;0;3,8;0
17.01. 18:00;0;0;3,9;-15,555;0;3,89;0
17.01. 19:00;0;0;3,3;-24,441;0;3,33;0
17.01. 20:00;0;0;3,2;-33,406;0;3,21;0
17.01. 21:00;0;0;3,2;-42,013;0;3,2;0
17.01. 22:00;0;0;2,9;-49,628;0;2,92;0
17.01. 23:00;0;0;2,5;-55,277;0;2,52;0
18.01. 00:00;0;0;1,9;-57,516;0;1,93;0
18.01. 01:00;0;0;0,8;-56;0;0,86;0
18.01. 02:00;0;0;0,3;-51,012;0;0,33;0
18.01. 03:00;0;0;-0,3;-43,774;0;-0,27;0
18.01. 04:00;0;0;-1,1;-35,343;0;-1,06;0
18.01. 05:00;0;0;-1,1;-26,42;0;-1,1;0
18.01. 06:00;0;0;-0,6;-17,479;0;-0,63;0
18.01. 07:00;0;0;-0,7;-8,8914;0;-0,7;0
18.01. 08:00;0;0;-1,1;-1,0021;0;-1,08;0
18.01. 09:00;0,025;0,024279;-1;5,8268;0,025632;-1;6,9552
18.01. 10:00;0,069;0,064576;-0,8;11,207;0,074956;0,6;58,886
18.01. 11:00;0,149;0,11114;-0,5;14,755;0,22178;3,72;152,58
18.01. 12:00;0,234;0,081544;0,4;16,165;0,50048;9,98;270,91
18.01. 13:00;0,229;0,065798;0,7;15,302;0,51569;10,86;272,36
18.01. 14:00;0,151;0,0797;0,7;12,248;0,31074;7,04;179,81
18.01. 15:00;0,066;0,049753;0,1;7,2781;0,11968;2,68;26,741
18.01. 16:00;0,008;0,00792;-0,4;0,76386;0,0076232;-0,1;0,45382
18.01. 17:00;0;0;-0,6;-6,9029;0;-0,57;0
18.01. 18:00;0;0;-0,6;-15,353;0;-0,6;0
18.01. 19:00;0;0;-0,3;-24,241;0;-0,32;0
18.01. 20:00;0;0;-0,1;-33,206;0;-0,11;0
18.01. 21:00;0;0;0,3;-41,809;0;0,28;0
18.01. 22:00;0;0;0,7;-49,419;0;0,68;0
18.01. 23:00;0;0;1,2;-55,067;0;1,17;0
19.01. 00:00;0;0;1,2;-57,312;0;1,2;0
19.01. 01:00;0;0;1,5;-55,822;0;1,48;0
19.01. 02:00;0;0;1,8;-50,866;0;1,78;0
19.01. 03:00;0;0;1,8;-43,651;0;1,8;0
19.01. 04:00;0;0;2,6;-35,232;0;2,56;0
19.01. 05:00;0;0;2,4;-26,313;0;2,41;0
19.01. 06:00;0;0;3,1;-17,37;0;3,06;0
19.01. 07:00;0;0;3,8;-8,7733;0;3,76;0
19.01. 08:00;0;0;4,5;-0,87075;0;4,46;0
19.01. 09:00;0,022;0,021534;5,1;5,9748;0,021853;5,48;5,0005
19.01. 10:00;0,042;0,041184;5,3;11,374;0,040884;6,08;21,573
19.01. 11:00;0,051;0,050033;5,8;14,94;0,049411;6,74;32,628
19.01. 12:00;0,034;0,033132;6,6;16,366;0,033225;7,23;13,438
19.01. 13:00;0,031;0,030196;6,9;15,512;0,030336;7,49;10,945
19.01. 14:00;0,049;0,048008;6,5;12,464;0,047728;7,45;29,941
19.01. 15:00;0,035;0,033852;6,4;7,4932;0,035866;7,13;13,751
19.01. 16:00;0,002;0,00198;6,2;0,97609;0,0019058;6,28;0
19.01. 17:00;0;0;5,9;-6,6945;0;5,92;0
19.01. 18:00;0;0;5,8;-15,148;0;5,81;0
19.01. 19:00;0;0;5,6;-24,037;0;5,61;0
19.01. 20:00;0;0;5,3;-33,001;0;5,32;0
19.01. 21:00;0;0;4,8;-41,602;0;4,83;0
19.01. 22:00;0;0;4,4;-49,206;0;4,42;0
19.01. 23:00;0;0;3,5;-54,852;0;3,55;0
20.01. 00:00;0;0;4;-57,101;0;3,98;0
20.01. 01:00;0;0;4,1;-55,637;0;4,09;0
20.01. 02:00;0;0;4,2;-50,712;0;4,19;0
20.01. 03:00;0;0;2,7;-43,52;0;2,78;0
20.01. 04:00;0;0;0,8;-35,115;0;0,9;0
20.01. 05:00;0;0;-0,1;-26,2;0;-0,05;0
20.01. 06:00;0;0;-0,3;-17,253;0;-0,29;0
20.01. 07:00;0;0;-1,1;-8,6484;0;-1,06;0
20.01. 08:00;0,003;0,00297;-0,3;-0,73265;0,0028587;-0,28;0
20.01. 09:00;0,053;0,040756;0,1;6,1296;0,098685;1,91;15,149
20.01. 10:00;0,113;0,084227;0,6;11,547;0,17818;4;118,93
20.01. 11:00;0,14;0,11249;1,3;15,132;0,18882;4,98;136,78
20.01. 12:00;0,1;0,094856;1,8;16,572;0,10298;3,9;86,533
20.01. 13:00;0,082;0,079233;1,8;15,729;0,081755;3,44;68,142
20.01. 14:00;0,09;0,08143;1,8;12,684;0,10334;3,82;80,515
20.01. 15:00;0,036;0,034834;1,5;7,7131;0,036764;2,31;15,132
20.01. 16:00;0,001;0,00099;1,4;1,1926;0,0009529;1,46;0
20.01. 17:00;0;0;1,2;-6,4822;0;1,21;0
20.01. 18:00;0;0;0,9;-14,94;0;0,92;0
20.01. 19:00;0;0;0,7;-23,83;0;0,71;0
20.01. 20:00;0;0;0,7;-32,793;0;0,7;0
20.01. 21:00;0;0;0,6;-41,39;0;0,61;0
20.01. 22:00;0;0;0,5;-48,988;0;0,51;0
20.01. 23:00;0;0;0,2;-54,631;0;0,22;0
21.01. 00:00;0;0;0,2;-56,883;0;0,2;0
21.01. 01:00;0;0;0,1;-55,446;0;0,11;0
21.01. 02:00;0;0;-0,1;-50,551;0;-0,09;0
21.01. 03:00;0;0;-0,3;-43,383;0;-0,29;0
21.01. 04:00;0;0;-0,5;-34,99;0;-0,49;0
21.01. 05:00;0;0;-0,4;-26,08;0;-0,4;0
21.01. 06:00;0;0;-0,5;-17,13;0;-0,49;0
21.01. 07:00;0;0;-0,4;-8,5169;0;-0,4;0
21.01. 08:00;0;0;-0,8;-0,58781;0;-0,78;0
21.01. 09:00;0,038;0,035026;-0,9;6,2913;0,046023;-0,03;15,954
21.01. 10:00;0,112;0,085523;-0,8;11,728;0,17021;2,43;116,26
21.01. 11:00;0,201;0,097206;-0,6;15,33;0,3944;6,96;227,06
21.01. 12:00;0,186;0,12721;-0,4;16,786;0,29011;5,43;192,13
21.01. 13:00;0,167;0,12121;-0,5;15,951;0,24961;4,49;170,35
21.01. 14:00;0,183;0,061593;-0,9;12,91;0,42326;7,3;227,79
21.01. 15:00;0,1;0,041408;-0,9;7,9379;0,27194;4,57;11,076
21.01. 16:00;0,018;0,01782;-1,5;1,4134;0,017152;-0,87;3,2874
21.01. 17:00;0;0;-2,9;-6,2661;0;-2,8;0
21.01. 18:00;0;0;-3,4;-14,727;0;-3,37;0
21.01. 19:00;0;0;-2,4;-23,62;0;-2,45;0
21.01. 20:00;0;0;-2;-32,582;0;-2,02;0
21.01. 21:00;0;0;-1,8;-41,174;0;-1,81;0
21.01. 22:00;0;0;-1,7;-48,766;0;-1,71;0
21.01. 23:00;0;0;-1,8;-54,405;0;-1,8;0
22.01. 00:00;0;0;-2;-56,66;0;-1,99;0
22.01. 01:00;0;0;-2;-55,247;0;-2;0
22.01. 02:00;0;0;-1,9;-50,383;0;-1,91;0
22.01. 03:00;0;0;-1,9;-43,238;0;-1,9;0
22.01. 04:00;0;0;-1,8;-34,859;0;-1,81;0
22.01. 05:00;0;0;-1,7;-25,953;0;-1,71;0
22.01. 06:00;0;0;-1,6;-17,001;0;-1,61;0
22.01. 07:00;0;0;-1,5;-8,3786;0;-1,51;0
22.01. 08:00;0,001;0,00099;-1,5;-0,43629;0,0009529;-1,5;0
22.01. 09:00;0,021;0,020601;-1,2;6,4596;0,020623;-0,83;4,7169
22.01. 10:00;0,032;0,031326;-0,7;11,915;0,031185;-0,12;12,372
22.01. 11:00;0,093;0,088214;-0,3;15,535;0,095965;1,51;80,365
22.01. 12:00;0,09;0,08691;0,3;17,005;0,089598;2,05;76,118
22.01. 13:00;0,1;0,094396;0,7;16,18;0,10389;2,72;87,202
22.01. 14:00;0,104;0,090361;0,8;13,141;0,12745;3,29;97,709
22.01. 15:00;0,046;0,043436;0,7;8,1673;0,050121;1,77;25,024
22.01. 16:00;0,004;0,00396;0,6;1,6383;0,0038116;0,73;0,060525
22.01. 17:00;0;0;0,7;-6,0464;0;0,7;0
22.01. 18:00;0;0;1;-14,512;0;0,98;0
22.01. 19:00;0;0;1,3;-23,406;0;1,28;0
22.01. 20:00;0;0;1,6;-32,368;0;1,58;0
22.01. 21:00;0;0;1,3;-40,955;0;1,31;0
22.01. 22:00;0;0;0,7;-48,54;0;0,73;0
22.01. 23:00;0;0;0,2;-54,174;0;0,23;0
23.01. 00:00;0;0;0,4;-56,43;0;0,39;0
23.01. 01:00;0;0;0,4;-55,041;0;0,4;0
23.01. 02:00;0;0;0,6;-50,207;0;0,59;0
23.01. 03:00;0;0;0,8;-43,086;0;0,79;0
23.01. 04:00;0;0;0,8;-34,72;0;0,8;0
23.01. 05:00;0;0;0,8;-25,819;0;0,8;0
23.01. 06:00;0;0;0,7;-16,864;0;0,7;0
23.01. 07:00;0;0;0,8;-8,2338;0;0,8;0
23.01. 08:00;0;0;1;-0,27812;0;0,99;0
23.01. 09:00;0,029;0,028162;1,4;6,6346;0,029452;1,93;9,5079
23.01. 10:00;0,054;0,052656;2;12,108;0,053145;3;38,523
23.01. 11:00;0,058;0,056896;1,9;15,747;0,056159;3,01;44,278
23.01. 12:00;0,067;0,065699;2,3;17,231;0,064867;3,56;53,402
23.01. 13:00;0,079;0,076861;2,6;16,414;0,077631;4,11;64,72
23.01. 14:00;0,093;0,084852;3;13,378;0,10417;5,01;82,216
23.01. 15:00;0,068;0,056574;2,8;8,4012;0,098127;4,75;36,147
23.01. 16:00;0,016;0,01584;1,5;1,8671;0,015246;1,95;2,4458
23.01. 17:00;0;0;0,7;-5,8231;0;0,76;0
23.01. 18:00;0;0;0,4;-14,293;0;0,42;0
23.01. 19:00;0;0;0,1;-23,19;0;0,12;0
23.01. 20:00;0;0;-0,1;-32,15;0;-0,09;0
23.01. 21:00;0;0;-0,2;-40,732;0;-0,19;0
23.01. 22:00;0;0;-0,1;-48,309;0;-0,1;0
23.01. 23:00;0;0;-0,3;-53,937;0;-0,29;0
24.01. 00:00;0;0;0,1;-56,194;0;0,08;0
24.01. 01:00;0;0;-0,1;-54,828;0;-0,09;0
24.01. 02:00;0;0;-0,7;-50,024;0;-0,67;0
24.01. 03:00;0;0;-0,7;-42,927;0;-0,7;0
24.01. 04:00;0;0;-0,4;-34,575;0;-0,42;0
24.01. 05:00;0;0;-0,1;-25,679;0;-0,12;0
24.01. 06:00;0;0;0,6;-16,721;0;0,56;0
24.01. 07:00;0;0;0,7;-8,0823;0;0,69;0
24.01. 08:00;0,003;0,00297;0,9;-0,11336;0,0028587;0,94;0
24.01. 09:00;0,051;0,043568;1,2;6,8162;0,073429;2,56;24,956
24.01. 10:00;0,052;0,050836;1,8;12,308;0,050863;2,79;35,324
24.01. 11:00;0,046;0,045053;2,3;15,965;0,044614;3,16;26,723
24.01. 12:00;0,063;0,061807;2,3;17,463;0,060919;3,49;49,773
24.01. 13:00;0,074;0,072308;0,3;16,654;0,072121;1,82;60,339
24.01. 14:00;0,053;0,051948;0,1;13,619;0,051481;1,15;37,006
24.01. 15:00;0,018;0,017563;0,4;8,6396;0,017757;0,77;3,2545
24.01. 16:00;0,005;0,00495;0,3;2,0999;0,0047645;0,41;0,12095
24.01. 17:00;0;0;0,4;-5,5964;0;0,4;0
24.01. 18:00;0;0;0,4;-14,071;0;0,4;0
24.01. 19:00;0;0;0,5;-22,97;0;0,5;0
24.01. 20:00;0;0;0,6;-31,929;0;0,59;0
24.01. 21:00;0;0;0,8;-40,506;0;0,79;0
24.01. 22:00;0;0;2,3;-48,075;0;2,22;0
24.01. 23:00;0;0;2,3;-53,696;0;2,3;0
25.01. 00:00;0;0;2,1;-55,952;0;2,11;0
25.01. 01:00;0;0;2,1;-54,609;0;2,1;0
25.01. 02:00;0;0;1,7;-49,834;0;1,72;0
25.01. 03:00;0;0;1,1;-42,76;0;1,13;0
25.01. 04:00;0;0;2,1;-34,423;0;2,05;0
25.01. 05:00;0;0;2,5;-25,531;0;2,48;0
25.01. 06:00;0;0;2,2;-16,572;0;2,21;0
25.01. 07:00;0;0;2,1;-7,9243;0;2,11;0
25.01. 08:00;0,006;0,00594;2,5;0,057948;0,0057174;2,59;0,20063
25.01. 09:00;0,067;0,047459;2,1;7,0044;0,13062;4,55;16,215
25.01. 10:00;0,091;0,081573;2,3;12,515;0,10579;4,4;81,614
25.01. 11:00;0,147;0,12019;3,1;16,189;0,18977;6,73;140,07
25.01. 12:00;0,23;0,11893;4,1;17,701;0,41491;12,04;242,63
25.01. 13:00;0,211;0,11821;4,8;16,899;0,37098;12,14;221,45
25.01. 14:00;0,089;0,083015;4,8;13,866;0,095189;6,96;76,037
25.01. 15:00;0,04;0,038877;5;8,8823;0,039996;5,85;18,74
25.01. 16:00;0,006;0,00594;4,3;2,3364;0,0057174;4,49;0,19553
25.01. 17:00;0;0;3,3;-5,3663;0;3,36;0
25.01. 18:00;0;0;3,2;-13,846;0;3,21;0
25.01. 19:00;0;0;3,2;-22,747;0;3,2;0
25.01. 20:00;0;0;3,1;-31,705;0;3,11;0
25.01. 21:00;0;0;3;-40,276;0;3,01;0
25.01. 22:00;0;0;3,6;-47,836;0;3,57;0
25.01. 23:00;0;0;4,5;-53,45;0;4,45;0
26.01. 00:00;0;0;5,3;-55,705;0;5,26;0
26.01. 01:00;0;0;5,8;-54,382;0;5,77;0
26.01. 02:00;0;0;5,9;-49,637;0;5,89;0
26.01. 03:00;0;0;5,2;-42,587;0;5,24;0
26.01. 04:00;0;0;5;-34,264;0;5,01;0
26.01. 05:00;0;0;4,1;-25,378;0;4,15;0
26.01. 06:00;0;0;3,8;-16,416;0;3,82;0
26.01. 07:00;0;0;3,5;-7,7597;0;3,52;0
26.01. 08:00;0,006;0,00594;3,6;0,23574;0,0057174;3,6;0,19794
26.01. 09:00;0,055;0,04666;3,7;7,199;0,078731;5,16;28,28
26.01. 10:00;0,134;0,093456;4,5;12,728;0,21693;8,6;139,63
26.01. 11:00;0,204;0,11462;5,3;16,419;0,35969;12,23;214,36
26.01. 12:00;0,223;0,12793;6;17,944;0,37991;13,47;229,1
26.01. 13:00;0,206;0,12487;6,8;17,15;0,34382;13,6;210,81
26.01. 14:00;0,081;0,0772;6,8;14,117;0,083014;8,71;66,681
26.01. 15:00;0,061;0,055438;6,7;9,1292;0,071712;8,15;40,639
26.01. 16:00;0,012;0,01188;5,7;2,5766;0,011435;6,04;1,1934
26.01. 17:00;0;0;4,8;-5,133;0;4,86;0
26.01. 18:00;0;0;5,1;-13,618;0;5,09;0
26.01. 19:00;0;0;5,2;-22,522;0;5,19;0
26.01. 20:00;0;0;5,2;-31,478;0;5,2;0
26.01. 21:00;0;0;4,8;-40,043;0;4,82;0
26.01. 22:00;0;0;4,6;-47,593;0;4,61;0
26.01. 23:00;0;0;4,5;-53,199;0;4,51;0
27.01. 00:00;0;0;4,5;-55,451;0;4,5;0
27.01. 01:00;0;0;4,8;-54,15;0;4,78;0
27.01. 02:00;0;0;4,9;-49,433;0;4,89;0
27.01. 03:00;0;0;4,6;-42,407;0;4,61;0
27.01. 04:00;0;0;4,4;-34,098;0;4,41;0
27.01. 05:00;0;0;4,4;-25,217;0;4,4;0
27.01. 06:00;0;0;4,3;-16,253;0;4,31;0
27.01. 07:00;0;0;4,3;-7,5888;0;4,3;0
27.01. 08:00;0,006;0,00594;3,7;0,41995;0,0057174;3,84;0,1973
27.01. 09:00;0,078;0,0488;3,8;7,4;0,16779;6,92;16,067
27.01. 10:00;0,159;0,08579;4,3;12,948;0,3063;10,17;178,12
27.01. 11:00;0,18;0,12662;5,4;16,656;0,27009;10,72;178,9
27.01. 12:00;0,107;0,10206;5,9;18,194;0,10838;8,18;91,371
27.01. 13:00;0,047;0,045981;5;17,406;0,045595;6,02;27,439
27.01. 14:00;0,087;0,082204;5,5;14,373;0,090494;7,23;73,16
27.01. 15:00;0,042;0,040857;5,2;9,3802;0,04179;6,09;20,819
27.01. 16:00;0,016;0,01584;4,3;2,8203;0,015246;4,68;2,3973
27.01. 17:00;0;0;4,4;-4,8966;0;4,41;0
27.01. 18:00;0;0;3,7;-13,387;0;3,74;0
27.01. 19:00;0;0;3,2;-22,293;0;3,23;0
27.01. 20:00;0;0;3;-31,248;0;3,01;0
27.01. 21:00;0;0;3;-39,807;0;3;0
27.01. 22:00;0;0;2,9;-47,347;0;2,9;0
27.01. 23:00;0;0;3,5;-52,943;0;3,47;0
28.01. 00:00;0;0;3,4;-55,192;0;3,4;0
28.01. 01:00;0;0;3,1;-53,91;0;3,12;0
28.01. 02:00;0;0;3,1;-49,222;0;3,1;0
28.01. 03:00;0;0;3,3;-42,22;0;3,29;0
28.01. 04:00;0;0;3,4;-33,926;0;3,39;0
28.01. 05:00;0;0;3,4;-25,05;0;3,4;0
28.01. 06:00;0;0;3,1;-16,084;0;3,12;0
28.01. 07:00;0;0;3;-7,4114;0;3,01;0
28.01. 08:00;0,002;0,00198;2,6;0,61053;0,0019058;2,66;0
28.01. 09:00;0,024;0,023546;2,6;7,6074;0,023439;2,6;6,398
28.01. 10:00;0,09;0,082458;2,8;13,173;0,099594;4,66;78,725
28.01. 11:00;0,112;0,10426;2,7;16,899;0,11842;5,03;98,92
28.01. 12:00;0,044;0,042957;3;18,449;0,042767;3,91;24,132
28.01. 13:00;0,05;0,048951;3,3;17,667;0,048447;4,24;31,769
28.01. 14:00;0,028;0,027262;2,9;14,634;0,027395;3,48;8,9705
28.01. 15:00;0,014;0,013605;2,5;9,6352;0,013855;2,81;1,7758
28.01. 16:00;0,003;0,00297;2,4;3,0674;0,0028587;2,47;0
28.01. 17:00;0;0;1,5;-4,6572;0;1,55;0
28.01. 18:00;0;0;0,6;-13,153;0;0,65;0
28.01. 19:00;0;0;-0,1;-22,062;0;-0,06;0
28.01. 20:00;0;0;-0,7;-31,015;0;-0,67;0
28.01. 21:00;0;0;-0,7;-39,568;0;-0,7;0
28.01. 22:00;0;0;-0,8;-47,097;0;-0,8;0
28.01. 23:00;0;0;-0,5;-52,683;0;-0,52;0
29.01. 00:00;0;0;-0,5;-54,928;0;-0,5;0
29.01. 01:00;0;0;-0,9;-53,665;0;-0,88;0
29.01. 02:00;0;0;-1,2;-49,004;0;-1,18;0
29.01. 03:00;0;0;-1,5;-42,026;0;-1,48;0
29.01. 04:00;0;0;-2,3;-33,746;0;-2,26;0
29.01. 05:00;0;0;-2,1;-24,877;0;-2,11;0
29.01. 06:00;0;0;-2,5;-15,908;0;-2,48;0
29.01. 07:00;0;0;-2,6;-7,2277;0;-2,59;0
29.01. 08:00;0,01;0,0099;-3,6;0,80741;0,009529;-3,37;0,81829
29.01. 09:00;0,078;0,053473;-4,5;7,821;0,14832;-1,69;92,081
29.01. 10:00;0,194;0,060021;-3,6;13,405;0,43248;4,59;233,38
29.01. 11:00;0,268;0,0644;-3,1;17,148;0,56679;7,95;300,02
29.01. 12:00;0,303;0,062524;-2,4;18,711;0,6314;10,01;331,55
29.01. 13:00;0,286;0,062884;-1,9;17,934;0,60093;10,01;315,79
29.01. 14:00;0,235;0,048404;-0,7;14,899;0,52723;9,73;275,73
29.01. 15:00;0,141;0,03822;-0,9;9,8941;0,36218;6,38;8,1846
29.01. 16:00;0,025;0,02475;-1;3,3178;0,023822;-0,18;6,948
29.01. 17:00;0;0;-1,8;-4,415;0;-1,72;0
29.01. 18:00;0;0;-2,3;-12,917;0;-2,27;0
29.01. 19:00;0;0;-2,2;-21,829;0;-2,2;0
29.01. 20:00;0;0;-3,2;-30,779;0;-3,15;0
29.01. 21:00;0;0;-2,3;-39,325;0;-2,34;0
29.01. 22:00;0;0;-1,3;-46,843;0;-1,35;0
29.01. 23:00;0;0;-1,5;-52,418;0;-1,49;0
30.01. 00:00;0;0;-2;-54,658;0;-1,97;0
30.01. 01:00;0;0;-1,9;-53,413;0;-1,9;0
30.01. 02:00;0;0;-2,7;-48,78;0;-2,66;0
30.01. 03:00;0;0;-3,1;-41,826;0;-3,08;0
30.01. 04:00;0;0;-3,7;-33,561;0;-3,67;0
30.01. 05:00;0;0;-4,5;-24,696;0;-4,46;0
30.01. 06:00;0;0;-4,2;-15,726;0;-4,21;0
30.01. 07:00;0;0;-4,8;-7,0377;0;-4,77;0
30.01. 08:00;0,014;0,01386;-4,6;1,0105;0,013341;-4,36;1,8667
30.01. 09:00;0,084;0,054252;-2,8;8,0408;0,16686;0,22;101,37
30.01. 10:00;0,159;0,096589;-0,6;13,643;0,27752;4,64;171,83
30.01. 11:00;0,204;0,12903;0,9;17,402;0,32576;7,21;208,07
30.01. 12:00;0,261;0,11699;1,8;18,977;0,47809;11,08;272,32
30.01. 13:00;0,155;0,13241;2,6;18,206;0,18437;6,5;143,38
30.01. 14:00;0,101;0,093609;2,7;15,168;0,1081;4,92;88,428
30.01. 15:00;0,114;0,069029;4,1;10,157;0,21899;8,23;28,82
30.01. 16:00;0,028;0,02772;3;3,5714;0,026681;3,77;8,7213
30.01. 17:00;0;0;2,2;-4,1699;0;2,28;0
30.01. 18:00;0;0;0,6;-12,678;0;0,69;0
30.01. 19:00;0;0;-0,6;-21,592;0;-0,53;0
30.01. 20:00;0;0;-0,8;-30,541;0;-0,79;0
30.01. 21:00;0;0;-1,5;-39,08;0;-1,46;0
30.01. 22:00;0;0;-0,5;-46,585;0;-0,55;0
30.01. 23:00;0;0;-0,6;-52,149;0;-0,6;0
31.01. 00:00;0;0;-1,7;-54,383;0;-1,64;0
31.01. 01:00;0;0;-2,2;-53,155;0;-2,17;0
31.01. 02:00;0;0;-2,8;-48,549;0;-2,77;0
31.01. 03:00;0;0;-2,6;-41,618;0;-2,61;0
31.01. 04:00;0;0;-3,4;-33,368;0;-3,36;0
31.01. 05:00;0;0;-3,2;-24,51;0;-3,21;0
31.01. 06:00;0;0;-2,7;-15,538;0;-2,73;0
31.01. 07:00;0;0;-1,6;-6,8415;0;-1,66;0
31.01. 08:00;0,013;0,01287;-1,6;1,2198;0,012388;-1,6;1,5326
31.01. 09:00;0,07;0,056429;-1,6;8,2667;0,10425;0,34;70,057
31.01. 10:00;0,159;0,099897;-1,2;13,887;0,26875;3,92;169,42
31.01. 11:00;0,208;0,13089;0,3;17,663;0,33099;6,71;211,65
31.01. 12:00;0,127;0,11872;0,7;19,249;0,13221;3,49;112,82
31.01. 13:00;0,117;0,11021;1,2;18,482;0,12058;3,58;103,16
31.01. 14:00;0,114;0,10255;1,6;15,442;0,12779;4,1;103,12
31.01. 15:00;0,043;0,042037;1,8;10,423;0,042115;2,71;22,539
31.01. 16:00;0,006;0,00594;1,6;3,8281;0,0057174;1,76;0,20273
31.01. 17:00;0;0;1,6;-3,9221;0;1,61;0
31.01. 18:00;0;0;1,2;-12,437;0;1,22;0
31.01. 19:00;0;0;1,2;-21,354;0;1,2;0
31.01. 20:00;0;0;1,5;-30,301;0;1,48;0
31.01. 21:00;0;0;2;-38,832;0;1,97;0
31.01. 22:00;0;0;2,3;-46,324;0;2,28;0
31.01. 23:00;0;0;2,9;-51,875;0;2,87;0
01.02. 00:00;0;0;3,7;-54,103;0;3,66;0
01.02. 01:00;0;0;4,1;-52,891;0;4,08;0
01.02. 02:00;0;0;4,3;-48,311;0;4,29;0
01.02. 03:00;0;0;4,2;-41,404;0;4,2;0
01.02. 04:00;0;0;4,7;-33,169;0;4,67;0
01.02. 05:00;0;0;5;-24,317;0;4,98;0
01.02. 06:00;0;0;5,1;-15,344;0;5,09;0
01.02. 07:00;0;0;5,3;-6,6392;0;5,29;0
01.02. 08:00;0,007;0,00693;5,4;1,4351;0,0066703;5,52;0,29881
01.02. 09:00;0,055;0,050293;5,4;8,4986;0,063652;6,6;45,384
01.02. 10:00;0,075;0,072214;5,8;14,137;0,075164;7,25;60,773
01.02. 11:00;0,095;0,09176;6,1;17,929;0,094123;7,93;79,048
01.02. 12:00;0,086;0,084112;6,3;19,527;0,083431;7,95;69,903
01.02. 13:00;0,068;0,066713;6,4;18,763;0,065659;7,71;53,407
01.02. 14:00;0,048;0,047049;6,5;15,72;0,046459;7,43;28,393
01.02. 15:00;0,031;0,030385;6,3;10,693;0,030134;6,92;10,653
01.02. 16:00;0,011;0,01089;6,1;4,0878;0,010482;6,34;0,96266
01.02. 17:00;0;0;5,8;-3,6718;0;5,83;0
01.02. 18:00;0;0;6;-12,194;0;5,99;0
01.02. 19:00;0;0;6,2;-21,113;0;6,19;0
01.02. 20:00;0;0;5,8;-30,058;0;5,82;0
01.02. 21:00;0;0;5,5;-38,581;0;5,52;0
01.02. 22:00;0;0;5;-46,06;0;5,03;0
01.02. 23:00;0;0;4,5;-51,598;0;4,53;0
02.02. 00:00;0;0;4,7;-53,818;0;4,69;0
02.02. 01:00;0;0;4,6;-52,621;0;4,6;0
02.02. 02:00;0;0;5,1;-48,067;0;5,07;0
02.02. 03:00;0;0;5,5;-41,184;0;5,48;0
02.02. 04:00;0;0;5,3;-32,964;0;5,31;0
02.02. 05:00;0;0;5,4;-24,118;0;5,4;0
02.02. 06:00;0;0;5,5;-15,143;0;5,5;0
02.02. 07:00;0;0;5,5;-6,4307;0;5,5;0
02.02. 08:00;0,005;0,00495;5,5;1,6565;0,0047645;5,5;0,11218
02.02. 09:00;0,044;0,0423;5,1;8,7365;0,045055;5,97;25,113
02.02. 10:00;0,056;0,054893;5,2;14,393;0,054275;6,26;40,127
02.02. 11:00;0,054;0,052901;5,2;18,201;0,052232;6,24;36,967
02.02. 12:00;0,062;0,060771;5,5;19,809;0,059891;6,66;48,256
02.02. 13:00;0,052;0,050875;5,4;19,049;0,050358;6,41;34,039
02.02. 14:00;0,041;0,040085;5,3;16,002;0,039806;6,1;20,343
02.02. 15:00;0,029;0,028389;4,9;10,966;0,028235;5,49;9,263
02.02. 16:00;0,011;0,01089;5,2;4,3503;0,010482;5,41;0,96947
02.02. 17:00;0;0;5,1;-3,4191;0;5,12;0
02.02. 18:00;0;0;5;-11,948;0;5,01;0
02.02. 19:00;0;0;5;-20,87;0;5;0
02.02. 20:00;0;0;5;-29,812;0;5;0
02.02. 21:00;0;0;5;-38,327;0;5;0
02.02. 22:00;0;0;5,5;-45,793;0;5,47;0
02.02. 23:00;0;0;5,5;-51,316;0;5,5;0
03.02. 00:00;0;0;5,4;-53,528;0;5,4;0
03.02. 01:00;0;0;5,5;-52,345;0;5,5;0
03.02. 02:00;0;0;5,5;-47,817;0;5,5;0
03.02. 03:00;0;0;5,6;-40,957;0;5,59;0
